Ship Date,Month,Year,Ship Mode,Area,Region,Category,Sub-Category,Sold,Profit
2017-03-09,Maret,2017,Standard Class,Kalimantan,West,Office Supplies,Envelopes,20,84200
2014-06-25,Juni,2014,First Class,Kalimantan,West,Technology,Accessories,200,678800
2017-10-23,Oktober,2017,Standard Class,Jawa,East,Furniture,Furnishings,60,176500
2017-10-23,Oktober,2017,Standard Class,Sumatra,East,Office Supplies,Storage,40,102100
2017-08-23,Agustus,2017,Second Class,Bali,South,Furniture,Chairs,870,2703200
2017-11-26,November,2017,Second Class,Papua,Central,Furniture,Furnishings,30,133000
2017-11-26,November,2017,Second Class,Sulawesi,Central,Office Supplies,Binders,290,1658500
2014-09-13,September,2014,First Class,Kalimantan,East,Technology,Machines,70,361200
2017-10-08,Oktober,2017,Standard Class,Jawa,Central,Office Supplies,Art,10,6100
2016-04-21,April,2016,Standard Class,Sumatra,South,Technology,Accessories,410,919700
2016-04-21,April,2016,Standard Class,Bali,South,Technology,Accessories,300,657000
2016-06-07,Juni,2016,First Class,Papua,East,Office Supplies,Storage,720,2485800
2016-06-14,Juni,2016,Second Class,Sulawesi,Central,Technology,Machines,1010,518400
2016-06-14,Juni,2016,Second Class,Kalimantan,Central,Office Supplies,Paper,320,1363700
2017-09-19,September,2017,Standard Class,Jawa,Central,Office Supplies,Paper,40,138700
2017-01-23,Januari,2017,Second Class,Sumatra,East,Furniture,Chairs,210,27800
2016-09-07,September,2016,Second Class,Bali,Central,Furniture,Furnishings,20,44000
2016-09-07,September,2016,Second Class,Papua,Central,Office Supplies,Storage,200,280800
2016-09-07,September,2016,Second Class,Sulawesi,Central,Office Supplies,Storage,80,247000
2016-09-07,September,2016,Second Class,Kalimantan,Central,Office Supplies,Paper,100,504400
2016-09-07,September,2016,Second Class,Papua,Central,Furniture,Chairs,250,349900
2016-09-07,September,2016,Second Class,Sulawesi,Central,Office Supplies,Labels,30,127100
2017-03-25,Maret,2017,Second Class,Kalimantan,Central,Furniture,Furnishings,10,16500
2016-04-03,April,2016,Second Class,Jawa,East,Office Supplies,Art,60,185800
2016-04-03,April,2016,Second Class,Sumatra,East,Office Supplies,Storage,170,116600
2016-04-03,April,2016,Second Class,Bali,East,Office Supplies,Art,270,855000
2016-04-03,April,2016,Second Class,Papua,East,Office Supplies,Art,40,95100
2016-04-03,April,2016,Second Class,Sulawesi,East,Office Supplies,Art,10,34300
2016-04-03,April,2016,Second Class,Kalimantan,East,Technology,Phones,40,109600
2017-10-24,Oktober,2017,Standard Class,Kalimantan,East,Office Supplies,Storage,670,798500
2016-12-17,Desember,2016,Standard Class,Jawa,Central,Technology,Accessories,70,299000
2016-10-01,Oktober,2016,Standard Class,Sumatra,Central,Office Supplies,Envelopes,10,40200
2015-12-22,Desember,2015,Standard Class,Bali,West,Office Supplies,Appliances,110,436500
2015-12-22,Desember,2015,Standard Class,Papua,West,Technology,Accessories,900,4535600
2015-12-22,Desember,2015,Standard Class,Sulawesi,West,Office Supplies,Binders,60,223300
2016-04-29,April,2016,Standard Class,Kalimantan,West,Furniture,Furnishings,30,84900
2016-04-29,April,2016,Standard Class,Jawa,West,Office Supplies,Appliances,80,70500
2015-12-24,Desember,2015,Standard Class,Sumatra,East,Office Supplies,Paper,60,319600
2014-11-11,November,2014,Second Class,Bali,West,Office Supplies,Storage,350,41000
2014-11-11,November,2014,Second Class,Papua,West,Furniture,Bookcases,230,125800
2014-11-11,November,2014,Second Class,Sulawesi,West,Technology,Phones,710,1056000
2014-11-11,November,2014,Second Class,Kalimantan,West,Office Supplies,Storage,100,299800
2014-11-11,November,2014,Second Class,Jawa,West,Office Supplies,Paper,70,345900
2014-11-11,November,2014,Second Class,Sumatra,West,Office Supplies,Paper,100,546400
2016-07-19,Juli,2016,Standard Class,Bali,West,Technology,Phones,100,86200
2016-11-02,November,2016,Standard Class,Papua,East,Furniture,Furnishings,50,231600
2016-07-02,Juli,2016,Standard Class,Sulawesi,East,Office Supplies,Art,20,79400
2016-07-02,Juli,2016,Standard Class,Kalimantan,East,Office Supplies,Storage,710,1014200
2014-10-10,Oktober,2014,Standard Class,Papua,West,Technology,Accessories,10,23000
2014-07-27,Juli,2014,Standard Class,Sulawesi,East,Office Supplies,Art,10,20100
2014-07-27,Juli,2014,Standard Class,Kalimantan,East,Technology,Accessories,160,691200
2017-06-13,Juni,2017,First Class,Jawa,West,Office Supplies,Labels,30,177600
2017-06-13,Juni,2017,First Class,Sumatra,West,Technology,Phones,280,210000
2014-10-31,Oktober,2014,First Class,Bali,Central,Technology,Phones,2740,4104000
2014-06-13,Juni,2014,Second Class,Papua,Central,Technology,Phones,10,7200
2014-06-13,Juni,2014,Second Class,Sulawesi,Central,Technology,Accessories,70,124800
2014-06-13,Juni,2014,Second Class,Kalimantan,Central,Office Supplies,Art,80,73900
2014-09-19,September,2014,Standard Class,Kalimantan,East,Office Supplies,Storage,450,107800
2014-09-19,September,2014,Standard Class,Jawa,East,Office Supplies,Envelopes,20,61200
2016-05-14,Mei,2016,Standard Class,Sumatra,West,Technology,Accessories,100,157900
2015-12-31,Desember,2015,Standard Class,Bali,South,Office Supplies,Envelopes,110,619900
2016-07-31,Juli,2016,Standard Class,Papua,West,Office Supplies,Binders,120,484500
2016-07-31,Juli,2016,Standard Class,Sulawesi,West,Furniture,Furnishings,260,982200
2016-07-31,Juli,2016,Standard Class,Kalimantan,West,Furniture,Chairs,250,217500
2016-07-31,Juli,2016,Standard Class,Jawa,West,Furniture,Furnishings,70,274500
2016-06-04,Juni,2016,Standard Class,Sumatra,West,Furniture,Chairs,810,601200
2016-06-04,Juni,2016,Standard Class,Bali,West,Office Supplies,Paper,40,142700
2017-11-15,November,2017,Second Class,Papua,East,Office Supplies,Binders,20,64500
2015-03-22,Maret,2015,Standard Class,Sulawesi,South,Office Supplies,Art,10,8900
2015-03-22,Maret,2015,Standard Class,Kalimantan,South,Office Supplies,Art,10,26100
2015-03-22,Maret,2015,Standard Class,Jawa,South,Office Supplies,Storage,50,140300
2015-03-22,Maret,2015,Standard Class,Sumatra,South,Office Supplies,Binders,6360,38129700
2017-11-27,November,2017,First Class,Bali,Central,Furniture,Furnishings,130,485000
2017-11-27,November,2017,First Class,Papua,Central,Technology,Accessories,40,146100
2016-10-23,Oktober,2016,First Class,Sulawesi,East,Office Supplies,Art,10,8600
2017-12-25,Desember,2017,Standard Class,Kalimantan,West,Office Supplies,Art,10,21500
2017-12-25,Desember,2017,Standard Class,Papua,West,Office Supplies,Art,10,20500
2017-01-27,Januari,2017,Standard Class,Sulawesi,West,Technology,Copiers,3000,16559800
2017-01-27,Januari,2017,Standard Class,Kalimantan,West,Office Supplies,Storage,60,166700
2017-01-27,Januari,2017,Standard Class,Jawa,West,Office Supplies,Paper,20,64600
2017-01-27,Januari,2017,Standard Class,Sumatra,West,Office Supplies,Storage,1130,675700
2015-03-26,Maret,2015,Standard Class,Bali,Central,Technology,Accessories,20,63500
2017-01-25,Januari,2017,First Class,Papua,Central,Furniture,Tables,220,253200
2016-05-23,Mei,2016,First Class,Sulawesi,West,Technology,Accessories,70,326000
2016-01-02,Januari,2016,Standard Class,Kalimantan,East,Office Supplies,Fasteners,30,125300
2017-10-26,Oktober,2017,Standard Class,Kalimantan,South,Furniture,Chairs,690,513000
2017-10-26,Oktober,2017,Standard Class,Jawa,South,Furniture,Furnishings,50,61700
2015-09-07,September,2015,Standard Class,Sumatra,East,Office Supplies,Envelopes,60,236400
2015-11-09,November,2015,Second Class,Bali,West,Furniture,Chairs,200,143100
2017-09-11,September,2017,Standard Class,Papua,West,Furniture,Furnishings,50,28800
2016-06-01,Juni,2016,Second Class,Sulawesi,South,Technology,Phones,980,3292700
2016-06-01,Juni,2016,Second Class,Kalimantan,South,Office Supplies,Binders,30,136500
2016-07-16,Juli,2016,Standard Class,Jawa,West,Office Supplies,Storage,20,17700
2015-12-08,Desember,2015,Standard Class,Sumatra,East,Office Supplies,Binders,20,40400
2015-12-11,Desember,2015,Standard Class,Bali,South,Office Supplies,Appliances,160,495600
2015-12-11,Desember,2015,Standard Class,Papua,South,Furniture,Chairs,290,851800
2014-02-03,Februari,2014,First Class,Sulawesi,Central,Technology,Accessories,470,2475800
2016-07-17,Juli,2016,First Class,Kalimantan,West,Technology,Phones,390,457100
2014-05-16,Mei,2014,Standard Class,Jawa,Central,Technology,Accessories,60,87200
2014-05-16,Mei,2014,Standard Class,Sumatra,Central,Technology,Phones,110,75600
2017-11-22,November,2017,First Class,Bali,East,Office Supplies,Binders,50,167200
2017-11-22,November,2017,First Class,Papua,East,Office Supplies,Paper,20,77000
2015-11-17,November,2015,Second Class,Sulawesi,Central,Office Supplies,Storage,260,187800
2016-04-17,April,2016,Second Class,Kalimantan,West,Furniture,Chairs,1130,0
2017-09-12,September,2017,First Class,Papua,South,Furniture,Furnishings,40,72500
2017-11-28,November,2017,Standard Class,Sulawesi,Central,Office Supplies,Fasteners,20,30900
2017-07-03,Juli,2017,Second Class,Kalimantan,West,Office Supplies,Storage,1300,3731900
2014-03-07,Maret,2014,Second Class,Jawa,South,Office Supplies,Art,20,40900
2016-06-15,Juni,2016,Standard Class,Sumatra,West,Office Supplies,Labels,30,119300
2016-06-15,Juni,2016,Standard Class,Bali,West,Office Supplies,Paper,40,186700
2017-11-22,November,2017,Second Class,Papua,West,Furniture,Furnishings,50,199400
2017-11-22,November,2017,Second Class,Sulawesi,West,Office Supplies,Binders,90,327900
2014-09-18,September,2014,Second Class,Kalimantan,South,Office Supplies,Appliances,20,15600
2014-09-18,September,2014,Second Class,Kalimantan,South,Furniture,Furnishings,20,45300
2015-12-09,Desember,2015,First Class,Jawa,West,Office Supplies,Fasteners,10,0
2015-12-09,Desember,2015,First Class,Sumatra,West,Office Supplies,Labels,10,14500
2017-12-10,Desember,2017,First Class,Bali,West,Technology,Phones,380,561600
2017-10-08,Oktober,2017,Standard Class,Papua,West,Office Supplies,Paper,100,540100
2017-10-08,Oktober,2017,Standard Class,Sulawesi,West,Office Supplies,Binders,90,328500
2017-10-08,Oktober,2017,Standard Class,Kalimantan,West,Office Supplies,Paper,20,112000
2017-10-08,Oktober,2017,Standard Class,Jawa,West,Furniture,Chairs,460,0
2016-11-07,November,2016,Standard Class,Sumatra,West,Office Supplies,Art,10,28600
2015-09-22,September,2015,Second Class,Bali,West,Office Supplies,Paper,170,945100
2015-09-22,September,2015,Second Class,Papua,West,Office Supplies,Paper,20,117200
2015-09-22,September,2015,Second Class,Sulawesi,West,Office Supplies,Supplies,10,26300
2017-07-26,Juli,2017,Standard Class,Kalimantan,Central,Office Supplies,Storage,70,104600
2015-09-14,September,2015,Standard Class,Jawa,West,Office Supplies,Supplies,60,18600
2017-12-05,Desember,2017,Standard Class,Sumatra,West,Technology,Phones,480,635100
2017-12-05,Desember,2017,Standard Class,Bali,West,Technology,Phones,110,110900
2017-12-05,Desember,2017,Standard Class,Papua,West,Office Supplies,Appliances,40,42100
2017-12-05,Desember,2017,Standard Class,Sulawesi,West,Technology,Phones,410,365800
2015-07-09,Juli,2015,Standard Class,Kalimantan,South,Furniture,Chairs,80,59700
2015-07-09,Juli,2015,Standard Class,Papua,South,Office Supplies,Labels,300,1734200
2016-03-24,Maret,2016,Standard Class,Sulawesi,West,Office Supplies,Paper,30,87100
2016-03-24,Maret,2016,Standard Class,Kalimantan,West,Office Supplies,Paper,20,43600
2014-01-13,Januari,2014,Standard Class,Jawa,Central,Office Supplies,Art,10,14100
2014-01-13,Januari,2014,Standard Class,Sumatra,Central,Technology,Accessories,40,117000
2014-08-15,Agustus,2014,Standard Class,Bali,West,Office Supplies,Appliances,80,264900
2014-08-15,Agustus,2014,Standard Class,Papua,West,Technology,Copiers,1200,5219900
2014-08-15,Agustus,2014,Standard Class,Sulawesi,West,Technology,Phones,450,669000
2014-08-15,Agustus,2014,Standard Class,Kalimantan,West,Furniture,Furnishings,330,1101300
2016-07-16,Juli,2016,First Class,Kalimantan,East,Office Supplies,Supplies,20,12300
2016-07-21,Juli,2016,Standard Class,Jawa,East,Office Supplies,Supplies,10,8800
2014-03-19,Maret,2014,Standard Class,Sumatra,South,Office Supplies,Storage,150,214200
2014-03-19,Maret,2014,Standard Class,Bali,South,Furniture,Furnishings,50,61700
2014-03-19,Maret,2014,Standard Class,Papua,South,Office Supplies,Paper,140,573800
2014-05-27,Mei,2014,Standard Class,Sulawesi,East,Office Supplies,Art,30,28600
2016-05-01,Mei,2016,First Class,Kalimantan,Central,Technology,Phones,370,499000
2016-05-01,Mei,2016,First Class,Jawa,Central,Office Supplies,Labels,20,68400
2016-09-13,September,2016,Second Class,Sumatra,East,Office Supplies,Paper,10,31700
2017-11-17,November,2017,Second Class,Bali,East,Technology,Phones,120,192000
2017-08-23,Agustus,2017,Second Class,Papua,East,Furniture,Furnishings,50,189500
2017-08-23,Agustus,2017,Second Class,Sulawesi,East,Furniture,Furnishings,10,37000
2017-08-23,Agustus,2017,Second Class,Kalimantan,East,Office Supplies,Binders,110,402900
2017-08-23,Agustus,2017,Second Class,Jawa,East,Technology,Phones,40,132000
2017-08-23,Agustus,2017,Second Class,Sumatra,East,Furniture,Furnishings,90,327500
2015-12-03,Desember,2015,Standard Class,Bali,Central,Furniture,Chairs,310,1050900
2015-12-03,Desember,2015,Standard Class,Papua,Central,Office Supplies,Appliances,560,2146900
2015-12-03,Desember,2015,Standard Class,Sulawesi,Central,Office Supplies,Storage,530,1570500
2015-12-03,Desember,2015,Standard Class,Kalimantan,Central,Office Supplies,Art,170,563200
2017-09-19,September,2017,Standard Class,Papua,East,Furniture,Furnishings,40,145100
2017-05-23,Mei,2017,Standard Class,Sulawesi,West,Office Supplies,Appliances,100,338200
2017-12-21,Desember,2017,Standard Class,Kalimantan,West,Office Supplies,Binders,20,61800
2017-12-21,Desember,2017,Standard Class,Jawa,West,Office Supplies,Paper,20,73100
2016-12-13,Desember,2016,Second Class,Sumatra,West,Technology,Accessories,120,359400
2016-12-13,Desember,2016,Second Class,Bali,West,Technology,Phones,310,361000
2017-09-26,September,2017,Second Class,Papua,South,Technology,Accessories,20,29600
2017-09-26,September,2017,Second Class,Sulawesi,South,Office Supplies,Labels,240,1026400
2015-10-09,Oktober,2015,Second Class,Kalimantan,South,Furniture,Chairs,400,518700
2016-08-21,Agustus,2016,Standard Class,Kalimantan,West,Office Supplies,Appliances,130,146800
2016-05-25,Mei,2016,Standard Class,Jawa,West,Furniture,Furnishings,1050,3273600
2016-05-25,Mei,2016,Standard Class,Sumatra,West,Office Supplies,Binders,20,60200
2016-12-22,Desember,2016,Standard Class,Bali,Central,Furniture,Furnishings,20,72400
2017-08-03,Agustus,2017,Second Class,Papua,West,Office Supplies,Storage,340,1030900
2017-08-03,Agustus,2017,Second Class,Sulawesi,West,Office Supplies,Labels,30,151200
2017-06-15,Juni,2017,Standard Class,Kalimantan,Central,Technology,Accessories,140,652000
2017-07-25,Juli,2017,Standard Class,Jawa,East,Office Supplies,Paper,10,38200
2016-04-08,April,2016,Standard Class,Sumatra,West,Office Supplies,Fasteners,40,118400
2016-04-08,April,2016,Standard Class,Bali,West,Office Supplies,Appliances,40,36200
2016-12-16,Desember,2016,Second Class,Papua,West,Furniture,Furnishings,20,72900
2016-12-16,Desember,2016,Second Class,Sulawesi,West,Technology,Phones,310,272200
2016-12-16,Desember,2016,Second Class,Kalimantan,West,Technology,Accessories,320,379200
2016-10-29,Oktober,2016,Standard Class,Jawa,East,Office Supplies,Paper,380,2139900
2017-06-23,Juni,2017,Standard Class,Sumatra,East,Office Supplies,Paper,100,551800
2017-06-23,Juni,2017,Standard Class,Bali,East,Technology,Accessories,110,123800
2016-08-28,Agustus,2016,Standard Class,Papua,East,Office Supplies,Appliances,120,102200
2016-08-28,Agustus,2016,Standard Class,Sulawesi,East,Office Supplies,Envelopes,140,543900
2015-08-28,Agustus,2015,Standard Class,Kalimantan,Central,Office Supplies,Storage,1000,1499200
2016-03-30,Maret,2016,Standard Class,Papua,East,Office Supplies,Storage,460,220800
2016-11-04,November,2016,Same Day,Sulawesi,South,Office Supplies,Fasteners,20,63200
2017-06-10,Juni,2017,Second Class,Kalimantan,Central,Office Supplies,Supplies,30,25000
2017-06-10,Juni,2017,Second Class,Jawa,Central,Office Supplies,Paper,90,344500
2017-06-10,Juni,2017,Second Class,Sumatra,Central,Technology,Phones,390,343500
2014-12-26,Desember,2014,First Class,Bali,East,Furniture,Furnishings,40,104800
2017-06-13,Juni,2017,Standard Class,Papua,Central,Office Supplies,Paper,40,136400
2017-06-22,Juni,2017,Standard Class,Sulawesi,Central,Office Supplies,Art,20,20600
2017-12-08,Desember,2017,First Class,Kalimantan,Central,Office Supplies,Appliances,70,199100
2017-12-08,Desember,2017,First Class,Kalimantan,Central,Office Supplies,Paper,40,210100
2017-12-08,Desember,2017,First Class,Jawa,Central,Technology,Accessories,100,489000
2017-03-23,Maret,2017,Standard Class,Sumatra,Central,Technology,Accessories,30,54300
2016-11-24,November,2016,Standard Class,Bali,East,Office Supplies,Binders,20,56000
2016-11-24,November,2016,Standard Class,Papua,East,Office Supplies,Storage,70,31200
2016-11-24,November,2016,Standard Class,Sulawesi,East,Office Supplies,Storage,70,222300
2017-11-04,November,2017,Same Day,Kalimantan,South,Office Supplies,Appliances,170,175900
2014-07-08,Juli,2014,First Class,Jawa,South,Technology,Accessories,480,1958300
2014-07-08,Juli,2014,First Class,Sumatra,South,Office Supplies,Labels,20,82500
